	SVL	Mass
Anolis_boettgeri	68.5	6.7
Anolis_bombiceps	74.0	8.4
Anolis_bonairensis	75.0	8.7
Anolis_boulengerianus	63.0	5.2
Anolis_brasiliensis	75.0	8.7
Anolis_bremeri	72.0	7.8
Anolis_breslini	60.0	4.5
Anolis_brevirostris	53.1	3.2
Anolis_brunneus	76.0	9.1
Anolis_calimae	59.0	4.3
Anolis_campbelli	51.3	2.9
Anolis_capito	100.0	20.4
Anolis_caquetae	58.0	4.1
Anolis_carlliebi	46.0	2.1
Anolis_carlostoddi	55.0	3.5
Anolis_carolinensis	75.0	8.7
Anolis_carpenteri	46.0	1.9
Anolis_casildae	114.0	30.0
Anolis_caudalis	51.0	2.8
Anolis_centralis	48.1	2.4
Anolis_chamaeleonides	177.0	109.4
Anolis_charlesmyersi	78.0	9.8
Anolis_chloris	60.0	4.5
Anolis_chlorocyanus	80.0	10.6
Anolis_chocorum	80.6	10.8
Anolis_christophei	49.0	2.5
Anolis_chrysolepis	74.0	8.4
Anolis_chrysops	73.0	8.1
Anolis_clivicola	49.4	2.6
Anolis_cobanensis	50.0	2.7
Anolis_coelestinus	84.0	12.2
Anolis_compressicauda	55.0	3.5
Anolis_concolor	80.0	10.6
Anolis_confusus	53.0	3.2
Anolis_conspersus	76.0	9.1
Anolis_cooki	70.0	7.1
Anolis_crassulus	59.0	4.3
Anolis_cristatellus	78.0	9.8
Anolis_cristifer	88.0	14.0
Anolis_cryptolimifrons	45.0	1.9
Anolis_cupeyalensis	33.5	0.8
Anolis_cupreus	57.0	3.9
Anolis_cuprinus	69.0	6.8
Anolis_cuscoensis	63.0	5.2
Anolis_cusuco	46.0	2.1
Anolis_cuvieri	180.0	114.9
Anolis_cyanopleurus	43.0	1.7
Anolis_cybotes	81.1	11.0
Anolis_cymbops	46.1	2.1
Anolis_damulus	52.0	3.0
Anolis_danieli	125.0	39.3
Anolis_darlingtoni	74.0	8.4
Anolis_datzorum	49.0	2.5
Anolis_delafuentei	61.0	4.8
Anolis_deltae	58.0	4.1
Anolis_desechensis	57.0	3.9
Anolis_desiradei	80.0	10.6
Anolis_dissimilis	56.0	3.7
Anolis_distichus	58.4	4.2
Anolis_dolichocephalus	52.0	3.0
Anolis_dollfusianus	44.0	1.8
Anolis_duellmani	40.6	1.1
Anolis_dunni	58.5	4.2
Anolis_elcopeensis	45.0	1.9
Anolis_equestris	190.0	134.7
Anolis_ernestwilliamsi	82.0	11.4
Anolis_etheridgei	43.0	1.7
Anolis_eugenegrahami	72.0	7.8
Anolis_eulaemus	100.0	20.4
Anolis_euskalerriari	53.0	3.2
Anolis_evermanni	78.0	9.8
Anolis_extremus	85.0	12.6
Anolis_fairchildi	76.0	9.1
Anolis_fasciatus	72.0	7.8
Anolis_ferreus	121.0	35.7
Anolis_festae	61.0	4.8
Anolis_fitchi	96.0	18.1
Anolis_forresti	52.0	3.0
Anolis_fortunensis	49.0	2.4
Anolis_fowleri	77.0	9.5
Anolis_fraseri	116.0	31.6
Anolis_frenatus	150.0	67.2
Anolis_fugitivus	36.2	1.0
Anolis_fungosus	47.0	2.2
Anolis_fuscoauratus	52.0	3.0
Anolis_gadovii	80.0	10.6
Anolis_gaigei	52.5	3.1
Anolis_garmani	138.0	52.6
Anolis_garridoi	41.8	1.6
Anolis_gemmosus	66.2	6.1
Anolis_gibbiceps	49.0	2.5
Anolis_ginaelisae	112.0	28.5
Anolis_gingivinus	72.0	7.8
Anolis_gorgonae	67.0	6.3
Anolis_gracilipes	55.0	3.5
Anolis_grahami	75.0	8.7
Anolis_granuliceps	49.0	2.5
Anolis_griseus	136.0	50.4
Anolis_gruuo	52.0	3.0
Anolis_guafe	48.8	2.5
Anolis_guamuhaya	162.0	84.3
Anolis_guazuma	48.5	2.4
Anolis_gundlachi	76.0	9.1
Anolis_haetianus	75.0	8.7
Anolis_haguei	53.0	3.2
Anolis_hendersoni	49.3	2.5
Anolis_heterodermus	86.0	13.1
Anolis_hobartsmithi	49.0	2.5
Anolis_homolechis	70.0	7.1
Anolis_huilae	82.0	11.4
Anolis_humilis	50.0	2.7
Anolis_ibanezi	80.7	10.9
Anolis_imias	67.4	6.4
Anolis_immaculogularis	49.5	2.6
Anolis_impetigosus	49.0	2.5
Anolis_incredulus	34.0	0.9
Anolis_inderenae	118.3	33.4
Anolis_inexpectatus	37.0	1.1
Anolis_insignis	160.0	81.3
Anolis_insolitus	47.0	2.2
Anolis_intermedius	54.0	3.3
Anolis_isolepis	52.0	3.0
Anolis_jacare	74.5	8.6
Anolis_johnmeyeri	73.0	7.3
Anolis_juangundlachi	36.0	1.0
Anolis_jubar	62.0	5.0
Anolis_kahouannensis	76.0	9.1
Anolis_kemptoni	60.0	4.5
Anolis_koopmani	42.0	1.6
Anolis_kreutzi	51.0	2.8
Anolis_krugi	55.0	3.5
Anolis_kunayalae	109.3	26.5
Anolis_laevis	60.0	4.5
Anolis_laeviventris	66.0	6.0
Anolis_lamari	42.8	1.7
Anolis_latifrons	131.0	45.1
Anolis_leachii	123.0	37.5
Anolis_leditzigorum	52.5	3.1
Anolis_lemniscatus	52.0	3.0
Anolis_lemurinus	79.0	10.2
Anolis_limifrons	51.0	2.8
Anolis_limon	81.8	11.3
Anolis_lineatopus	73.0	8.1
Anolis_lineatus	80.0	10.6
Anolis_liogaster	66.0	6.0
Anolis_lionotus	78.0	9.8
Anolis_litoralis	48.1	2.4
Anolis_lividus	72.0	7.8
Anolis_longiceps	83.0	11.8
Anolis_longitibialis	72.0	7.8
Anolis_loveridgei	118.0	33.2
Anolis_loysiana	52.0	3.0
Anolis_luciae	91.0	15.5
Anolis_lucius	70.0	7.1
Anolis_luteogularis	191.0	136.8
Anolis_luteosignifer	57.0	3.9
Anolis_lynchi	61.8	5.0
Anolis_lyra	76.7	9.3
Anolis_macilentus	41.0	1.5
Anolis_macrinii	96.0	18.1
Anolis_macrolepis	62.0	5.0
Anolis_macrophallus	54.0	3.3
Anolis_maculigula	107.0	24.9
Anolis_maculiventris	50.0	2.7
Anolis_magnaphallus	58.9	4.3
Anolis_marcanoi	65.0	5.7
Anolis_mariarum	56.0	3.7
Anolis_marmoratus	85.0	12.6
Anolis_marron	76.0	9.1
Anolis_marsupialis	48.4	2.4
Anolis_matudai	55.0	3.5
Anolis_maynardi	76.0	9.1
Anolis_medemi	52.0	3.0
Anolis_megalopithecus	85.3	12.8
Anolis_megapholidotus	53.0	3.2
Anolis_menta	56.0	3.7
Anolis_meridionalis	58.0	4.1
Anolis_mestrei	60.0	4.5
Anolis_microlepidotus	54.0	3.3
Anolis_microlepis	40.0	1.4
Anolis_microtus	111.0	27.7
Anolis_milleri	57.0	3.9
Anolis_mirus	105.0	23.5
Anolis_monensis	60.0	4.5
Anolis_monteverde	50.2	2.7
Anolis_monticola	56.0	3.7
Anolis_morazani	59.0	3.5
Anolis_muralla	57.0	3.9
Anolis_nasofrontalis	45.0	1.9
Anolis_naufragus	55.1	3.5
Anolis_neblininus	64.0	5.5
Anolis_nebuloides	55.5	3.6
Anolis_nebulosus	59.3	3.7
Anolis_nelsoni	76.0	6.2
Anolis_nicefori	63.0	5.2
Anolis_nietoi	50.0	2.7
Anolis_nigrolineatus	55.0	3.5
Anolis_noblei	190.0	134.7
Anolis_notopholis	52.0	3.0
Anolis_nubilus	81.0	11.0
Anolis_occultus	42.0	1.6
Anolis_ocelloscapularis	49.0	2.2
Anolis_oculatus	98.0	19.2
Anolis_oligaspis	44.0	1.8
Anolis_olssoni	53.0	3.2
Anolis_omiltemanus	48.0	2.4
Anolis_onca	85.0	12.6
Anolis_opalinus	56.0	3.7
Anolis_ophiolepis	39.8	1.4
Anolis_oporinus	47.0	2.2
Anolis_orcesi	67.0	6.3
Anolis_ordinatus	53.0	3.2
Anolis_ortonii	60.0	3.9
Anolis_osa	57.0	3.9
Anolis_otongae	67.1	6.3
Anolis_oxylophus	85.0	12.6
Anolis_pachypus	54.0	3.3
Anolis_paravertebralis	50.0	2.7
Anolis_parilis	81.0	11.0
Anolis_parvicirculatus	50.0	2.7
Anolis_paternus	50.0	2.7
Anolis_pentaprion	80.0	10.6
Anolis_peraccae	63.0	5.2
Anolis_petersii	135.0	34.9
Anolis_peucephilus	46.0	2.1
Anolis_philopunctatus	90.0	8.9
Anolis_phyllorhinus	87.0	13.5
Anolis_pigmaequestris	140.0	54.9
Anolis_pijolense	60.0	4.5
Anolis_pinchoti	57.0	3.9
Anolis_placidus	46.0	2.1
Anolis_planiceps	76.0	9.1
Anolis_podocarpus	96.0	18.1
Anolis_poecilopus	74.0	8.4
Anolis_poei	60.3	4.6
Anolis_pogus	58.0	4.1
Anolis_polylepis	59.4	4.4
Anolis_poncensis	48.0	2.4
Anolis_porcatus	95.1	17.6
Anolis_porcus	172.0	100.5
Anolis_princeps	121.0	35.7
Anolis_proboscis	83.6	12.0
Anolis_pseudokemptoni	55.0	3.5
Anolis_pseudopachypus	48.0	2.4
Anolis_pseudotigrinus	45.0	1.9
Anolis_pulchellus	51.3	2.9
Anolis_pumilus	39.2	1.3
Anolis_punctatus	92.0	16.0
Anolis_purpurescens	125.0	39.3
Anolis_purpurgularis	60.0	4.5
Anolis_pygmaeus	35.0	0.9
Anolis_quadriocellifer	55.0	3.5
Anolis_quaggulus	43.7	1.8
Anolis_quercorum	46.0	2.1
Anolis_radulinus	45.0	1.9
Anolis_reconditus	100.0	20.4
Anolis_rejectus	37.0	1.1
Anolis_rhombifer	55.0	3.5
Anolis_richardii	140.0	54.9
Anolis_ricordii	190.0	134.7
Anolis_rimarum	45.0	1.9
Anolis_rivalis	64.0	5.5
Anolis_roatanensis	65.0	5.2
Anolis_rodriguezii	50.0	2.7
Anolis_roosevelti	162.0	84.3
Anolis_roquet	86.0	13.1
Anolis_rubiginosus	50.0	2.7
Anolis_rubribarbaris	52.0	2.9
Anolis_rubribarbus	65.9	6.0
Anolis_ruibali	36.5	1.1
Anolis_ruizii	58.0	4.1
Anolis_rupinae	57.0	3.9
Anolis_sabanus	90.0	15.0
Anolis_sacamecatensis	44.0	1.8
Anolis_sagrei	75.0	8.7
Anolis_salvini	66.0	6.0
Anolis_santamartae	55.0	3.5
Anolis_scapularis	43.0	1.7
Anolis_schiedii	60.0	4.5
Anolis_schwartzi	49.0	2.5
Anolis_scriptus	76.0	9.1
Anolis_scypheus	86.0	13.1
Anolis_semilineatus	47.0	2.2
Anolis_sericeus	52.0	3.0
Anolis_serranoi	85.0	12.6
Anolis_sheplani	41.0	1.5
Anolis_shrevei	60.0	4.5
Anolis_sierramaestrae	163.0	85.8
Anolis_singularis	52.0	3.0
Anolis_smallwoodi	190.0	134.7
Anolis_smaragdinus	64.1	5.5
Anolis_sminthus	59.0	4.3
Anolis_soinii	82.0	11.4
Anolis_solitarius	52.0	3.0
Anolis_spectrum	42.1	1.6
Anolis_squamulatus	125.0	39.3
Anolis_stevepoei	50.5	2.7
Anolis_strahmi	79.0	10.2
Anolis_stratulus	61.0	4.8
Anolis_subocularis	63.0	5.2
Anolis_sulcifrons	64.0	5.5
Anolis_tandai	74.0	8.4
Anolis_taylori	78.0	9.8
Anolis_tenorioensis	45.0	1.9
Anolis_terraealtae	80.0	10.6
Anolis_terueli	40.0	1.4
Anolis_tetarii	86.0	13.1
Anolis_tigrinus	58.0	4.1
Anolis_toldo	61.2	4.8
Anolis_tolimensis	60.0	4.5
Anolis_townsendi	69.0	6.8
Anolis_trachyderma	61.0	4.8
Anolis_transversalis	98.0	19.2
Anolis_trinitatis	74.0	8.4
Anolis_triumphalis	54.5	3.4
Anolis_tropidogaster	63.0	5.2
Anolis_tropidolepis	59.0	4.3
Anolis_tropidonotus	65.0	5.7
Anolis_umbrivagus	46.0	2.1
Anolis_uniformis	41.0	1.5
Anolis_unilobatus	50.5	2.7
Anolis_utilensis	59.0	4.3
Anolis_valencienni	86.0	13.1
Anolis_vanidicus	39.0	1.3
Anolis_vanzolinii	104.0	22.9
Anolis_vaupesianus	82.0	11.4
Anolis_ventrimaculatus	80.0	10.6
Anolis_vermiculatus	135.0	49.3
Anolis_vescus	41.0	1.5
Anolis_vicarius	47.0	2.2
Anolis_villai	60.0	4.5
Anolis_vittigerus	72.0	7.8
Anolis_wampuensis	51.0	2.8
Anolis_wattsi	58.0	4.1
Anolis_websteri	51.0	2.8
Anolis_wellbornae	54.0	2.6
Anolis_wermuthi	54.0	3.3
Anolis_whitemani	67.0	6.3
Anolis_williamsii	50.0	2.7
Anolis_williamsmittermeierorum	65.5	5.9
Anolis_woodi	100.0	20.4
Anolis_yoroensis	47.0	2.2
Anolis_zapotecorum	50.0	2.7
Anolis_zeus	44.0	1.8
Anomalepis_aspinosus	160.0	1.5
Anomalepis_colombia	170.0	1.8
Anomalepis_flavapices	146.0	1.1
Anomalepis_mexicanus	186.0	2.3
Anomalopus_brevicollis	83.0	1.6
Anomalopus_gowi	108.0	3.0
Anomalopus_leuckartii	137.0	11.9
Anomalopus_mackayi	123.0	9.1
Anomalopus_pluto	76.0	1.3
Anomalopus_swansoni	107.0	2.9
Anomalopus_verreauxi	185.0	25.0
Anomochilus_leonardi	228.0	6.5
Anomochilus_monticola	521.0	70.5
Anomochilus_weberi	230.0	6.7
Anoplohydrus_aemulans	430.0	17.5
Anotosaura_collaris	50.0	2.7
Anotosaura_vanzolinia	50.0	2.7
Antaioserpens_warro	400.0	27.8
Antaresia_childreni	1000.0	549.5
Antaresia_maculosa	1000.0	549.5
Antaresia_perthensis	600.0	141.8
Antaresia_stimsoni	1000.0	549.5
Aparallactus_capensis	400.0	11.3
Aparallactus_guentheri	470.0	17.9
Aparallactus_jacksonii	280.0	4.1
Aparallactus_lineatus	600.0	35.6
Aparallactus_lunulatus	535.0	25.7
Aparallactus_modestus	650.0	44.6
Aparallactus_moeruensis	395.0	10.9
Aparallactus_niger	605.0	36.4
Aparallactus_nigriceps	300.0	5.0
Aparallactus_turneri	200.0	1.6
Aparallactus_werneri	360.0	8.4
Apathya_cappadocica	76.0	10.2
Apathya_yassujica	58.0	4.6
Aphaniotis_acutirostris	72.0	12.1
Aphaniotis_fusca	73.0	12.6
Aphaniotis_ornata	57.0	5.8
Aplopeltura_boa	840.0	122.3
Apostolepis_albicollaris	497.0	28.6
Apostolepis_ambiniger	620.0	50.2
Apostolepis_ammodites	634.0	53.1
Apostolepis_arenaria	323.0	9.6
Apostolepis_assimilis	500.0	29.1
Apostolepis_breviceps	319.0	9.3
Apostolepis_cearensis	255.0	5.3
Apostolepis_cerradoensis	347.3	11.5
Apostolepis_christineae	352.0	11.9
Apostolepis_dimidiata	634.0	90.6
Apostolepis_dorbignyi	449.0	37.4
Apostolepis_flavotorquata	500.0	29.1
Apostolepis_gaboi	238.0	4.4
Apostolepis_goiasensis	300.0	8.0
Apostolepis_intermedia	228.0	6.6
Apostolepis_longicaudata	254.0	8.7
Apostolepis_multicincta	464.0	40.7
Apostolepis_nelsonjorgei	330.0	10.1
Apostolepis_niceforoi	365.0	13.1
Apostolepis_nigrolineata	375.0	14.0
Apostolepis_nigroterminata	370.0	22.8
Apostolepis_parassimilis	397.5	16.3
Apostolepis_phillipsae	432.0	20.1
Apostolepis_polylepis	620.0	50.2
Apostolepis_pymi	385.0	15.0
Apostolepis_quirogai	365.0	13.1
Apostolepis_serrana	337.0	10.7
Apostolepis_striata	261.0	5.6
Apostolepis_tenuis	344.0	11.3
Apostolepis_vittata	460.0	39.8
Aprasia_aurita	110.0	5.8
Aprasia_clairae	90.0	4.4
Aprasia_haroldi	110.0	5.8
Aprasia_inaurita	136.0	7.7
Aprasia_litorea	98.0	4.9
Aprasia_parapulchella	140.0	8.0
Aprasia_picturata	143.0	8.2
Aprasia_pseudopulchella	155.0	9.2
Aprasia_pulchella	133.0	7.5
Aprasia_repens	165.0	10.0
Aprasia_rostrata	126.0	6.9
Aprasia_smithi	128.0	7.1
Aprasia_striolata	142.0	8.2
Aprosdoketophis_andreonei	392.0	10.9
Archaeolacerta_bedriagae	84.0	13.7
Archaius_tigris	100.0	23.1
Archelaphe_bella	800.0	66.5
Argyrogena_fasciolata	1347.0	249.7
Argyrogena_vittacaudata	317.5	6.4
Argyrophis_bothriorhynchus	234.0	5.5
Argyrophis_diardii	430.0	51.7
Argyrophis_fuscus	214.0	3.9
Argyrophis_giadinhensis	236.5	5.7
Argyrophis_hypsobothrius	285.0	11.3
Argyrophis_klemmeri	151.0	1.1
Argyrophis_koshunensis	290.0	12.1
Argyrophis_muelleri	475.0	74.6
Argyrophis_oatesii	200.0	3.1
Argyrophis_roxaneae	231.0	5.2
Argyrophis_siamensis	305.0	14.5
Argyrophis_trangensis	257.0	7.7
Aristelliger_barbouri	50.0	3.1
Aristelliger_cochranae	63.0	6.1
Aristelliger_expectatus	55.0	4.1
Aristelliger_georgeensis	115.0	36.4
Aristelliger_hechti	90.0	17.6
Aristelliger_lar	150.0	80.1
Aristelliger_praesignis	96.0	21.3
Aristelliger_reyesi	63.6	6.3
Arizona_elegans	1780.0	506.8
Arrhyton_ainictum	363.0	21.7
Arrhyton_dolichura	249.0	8.3
Arrhyton_procerum	207.0	5.2
Arrhyton_redimitum	250.0	8.4
Arrhyton_supernum	255.0	8.8
Arrhyton_taeniatum	448.0	37.2
Arrhyton_tanyplectum	306.0	14.0
Arrhyton_vittatum	207.0	5.2
Arthrosaura_guianensis	63.0	5.8
Arthrosaura_hoogmoedi	59.3	4.7
Arthrosaura_kockii	71.0	3.5
Arthrosaura_montigena	48.0	2.4
Arthrosaura_reticulata	71.0	8.6
Arthrosaura_synaptolepis	51.0	2.9
Arthrosaura_testigensis	36.1	0.9
Arthrosaura_tyleri	47.0	2.2
Arthrosaura_versteegii	71.0	8.6
Asaccus_andersoni	67.5	8.0
Asaccus_barani	56.5	4.8
Asaccus_caudivolvulus	62.5	6.4
Asaccus_elisae	65.0	7.2
Asaccus_gallagheri	40.0	1.7
Asaccus_granularis	70.2	9.0
Asaccus_griseonotus	71.0	9.3
Asaccus_iranicus	41.8	2.0
Asaccus_kermanshahensis	55.7	4.6
Asaccus_kurdistanensis	63.5	6.7
Asaccus_montanus	40.0	1.7
Asaccus_nasrullahi	70.0	8.9
Asaccus_platyrhynchus	63.0	6.6
Asaccus_saffinae	57.0	4.9
Asaccus_tangestanensis	58.0	5.1
Asaccus_zagrosicus	54.1	4.2
Aspidelaps_lubricus	850.0	170.7
Aspidelaps_scutatus	750.0	126.3
Aspidites_melanocephalus	2500.0	6242.2
Aspidites_ramsayi	2700.0	7655.6
Aspidomorphus_lineaticollis	400.0	27.8
Aspidomorphus_muelleri	660.0	92.8
Aspidomorphus_schlegelii	425.0	32.2
Aspidoscelis_angusticeps	115.0	45.9
Aspidoscelis_burti	140.0	84.6
Aspidoscelis_calidipes	79.0	14.3
Aspidoscelis_ceralbensis	95.0	25.3
Aspidoscelis_communis	152.0	109.3
Aspidoscelis_costata	132.0	70.5
Aspidoscelis_cozumelae	83.0	16.6
Aspidoscelis_danheimae	66.0	8.2
Aspidoscelis_deppei	93.0	23.7
Aspidoscelis_exsanguis	101.0	30.7
Aspidoscelis_flagellicauda	101.0	30.7
Aspidoscelis_gularis	115.0	45.9
Aspidoscelis_guttata	145.0	94.4
Aspidoscelis_hyperythra	72.2	10.7
Aspidoscelis_inornata	86.0	18.6
Aspidoscelis_labialis	63.0	7.1
Aspidoscelis_laredoensis	90.0	21.4
Aspidoscelis_lineattissima	112.0	40.0
Aspidoscelis_marmorata	107.0	36.7
Aspidoscelis_maslini	74.2	11.7
Aspidoscelis_maxima	137.0	62.5
Aspidoscelis_mexicana	93.0	23.7
Aspidoscelis_motaguae	145.0	94.4
Aspidoscelis_neomexicana	86.0	18.6
Aspidoscelis_neotesselata	107.0	36.7
Aspidoscelis_opatae	65.0	7.8
Aspidoscelis_pai	85.0	17.9
Aspidoscelis_parvisocia	79.0	14.3
Aspidoscelis_picta	71.0	10.2
Aspidoscelis_rodecki	76.0	12.7
Aspidoscelis_sackii	153.0	111.5
Aspidoscelis_scalaris	125.0	59.5
Aspidoscelis_sexlineata	91.0	22.2
Aspidoscelis_sonorae	93.0	23.7
Aspidoscelis_stictogramma	140.0	84.6
Aspidoscelis_tesselata	107.0	36.7
Aspidoscelis_tigris	137.0	79.1
Aspidoscelis_uniparens	86.0	18.6
Aspidoscelis_velox	87.0	19.3
Aspidoscelis_xanthonota	114.0	44.7
Aspidura_brachyorrhos	360.0	9.7
Aspidura_ceylonensis	500.0	28.8
Aspidura_copei	650.0	68.4
Aspidura_deraniyagalae	226.0	2.1
Aspidura_drummondhayi	200.0	1.4
Aspidura_guentheri	160.0	0.7
Aspidura_trachyprocta	383.0	11.9
Aspronema_cochabambae	78.0	9.7
Aspronema_dorsivittatum	90.0	15.3
Asthenodipsas_laevis	600.0	54.4
Asthenodipsas_lasgalenensis	771.0	99.5
Asthenodipsas_malaccanus	450.0	27.2
Asthenodipsas_tropidonotus	549.0	57.6
Asthenodipsas_vertebralis	760.0	96.1
Asymblepharus_alaicus	65.0	5.4
Asymblepharus_eremchenkoi	59.8	4.1
Asymblepharus_himalayanus	70.0	6.8
Asymblepharus_ladacensis	70.5	7.0
Asymblepharus_nepalensis	41.0	1.2
Asymblepharus_sikimmensis	55.8	3.3
Asymblepharus_tragbulense	56.5	3.4
Ateuchosaurus_chinensis	100.0	21.5
Ateuchosaurus_pellopleurus	69.0	6.5
Atheris_acuminata	440.0	47.8
Atheris_anisolepis	600.0	117.9
Atheris_barbouri	369.0	28.6
Atheris_broadleyi	770.0	243.6
Atheris_ceratophora	550.0	91.5
Atheris_chlorechis	700.0	184.6
Atheris_desaixi	700.0	184.6
Atheris_hirsuta	480.0	61.6
Atheris_hispida	735.0	212.8
Atheris_katangensis	400.0	36.2
Atheris_mabuensis	384.0	32.2
Atheris_matildae	643.0	144.2
Atheris_nitschei	750.0	225.6
Atheris_rungweensis	642.0	143.5
Atheris_squamigera	780.0	252.9
Atheris_subocularis	650.0	148.8
Atlantolacerta_andreanskyi	55.0	3.9
Atractaspis_andersonii	900.0	111.7
Atractaspis_aterrima	810.0	83.0
Atractaspis_battersbyi	525.0	24.4
Atractaspis_bibronii	700.0	55.0
Atractaspis_boulengeri	700.0	55.0
Atractaspis_congica	550.0	27.8
Atractaspis_corpulenta	600.0	35.6
Atractaspis_dahomeyensis	600.0	35.6
Atractaspis_duerdeni	550.0	27.8
Atractaspis_engaddensis	650.0	44.6
Atractaspis_engdahli	450.0	15.8
Atractaspis_fallax	1100.0	196.7
Atractaspis_irregularis	660.0	46.6
Atractaspis_leucomelas	575.0	31.6
Atractaspis_magrettii	630.0	40.8
Atractaspis_microlepidota	670.0	48.6
Atractaspis_micropholis	920.0	118.8
Atractaspis_phillipsi	650.0	44.6
Atractaspis_reticulata	1140.0	217.5
Atractaspis_scorteccii	850.0	95.0
Atractaspis_watsoni	720.0	59.5
Atractus_acheronius	536.0	58.9
Atractus_albuquerquei	772.0	87.5
Atractus_alphonsehogei	251.0	5.1
Atractus_altagratiae	350.0	11.8
Atractus_alytogrammus	332.0	10.3
Atractus_andinus	287.0	7.1
Atractus_apophis	433.0	20.2
Atractus_arangoi	395.0	16.0
Atractus_atratus	552.0	37.4
Atractus_attenuates	420.0	18.7
Atractus_avernus	177.0	2.1
Atractus_badius	430.0	19.8
Atractus_balzani	400.0	16.5
Atractus_biseriatus	237.0	4.4
Atractus_bocki	340.0	18.4
Atractus_bocourti	390.0	15.5
Atractus_boettgeri	263.0	5.7
Atractus_boulengerii	362.0	12.8
Atractus_caete	408.0	17.4
Atractus_careolepis	207.0	3.1
Atractus_carrioni	555.0	37.9
Atractus_caxiuana	289.0	7.2
Atractus_charitoae	155.0	1.5
Atractus_chthonius	506.0	30.0
Atractus_clarki	396.0	16.1
Atractus_collaris	270.0	6.1
Atractus_crassicaudatus	420.0	18.7
Atractus_darienensis	346.0	11.4
Atractus_depressiocellus	750.0	81.3
Atractus_duboisi	441.0	21.1
Atractus_duidensis	500.0	29.1
Atractus_dunni	375.0	14.0
Atractus_echidna	248.0	4.9
Atractus_ecuadorensis	200.0	2.8
Atractus_edioi	390.0	15.5
Atractus_elaps	631.0	52.5
Atractus_emigdioi	411.0	17.7
Atractus_emmeli	303.0	8.2
Atractus_eriki	373.0	13.8
Atractus_erythromelas	420.0	18.7
Atractus_favae	538.0	35.0
Atractus_flammigerus	400.0	16.5
Atractus_franciscopaivai	285.0	7.0
Atractus_francoi	515.0	31.3
Atractus_fuliginosus	400.0	16.5
Atractus_gaigeae	320.0	9.4
Atractus_gigas	1210.0	273.5
Atractus_guentheri	479.0	26.1
Atractus_heliobelluomini	158.0	1.6
Atractus_hoogmoedi	248.0	4.9
Atractus_hostilitractus	374.0	13.9
Atractus_imperfectus	400.0	16.5
Atractus_indistinctus	444.0	21.5
Atractus_insipidus	235.0	4.3
Atractus_iridescens	403.0	16.8
Atractus_lancinii	480.0	26.2
Atractus_lasallei	425.0	19.3
Atractus_latifrons	631.0	52.5
Atractus_lehmanni	300.0	8.0
Atractus_limitaneus	175.0	1.4
Atractus_loveridgei	504.0	29.7
Atractus_macondo	383.0	14.8
Atractus_maculatus	415.0	18.1
Atractus_major	800.0	95.8
Atractus_manizalesensis	336.0	17.8
Atractus_mariselae	400.0	16.5
Atractus_matthewi	372.0	13.7
Atractus_medusa	385.0	15.0
Atractus_melanogaster	475.0	25.5
Atractus_melas	230.0	4.1
Atractus_meridensis	455.0	22.9
Atractus_micheleae	345.0	11.3
Atractus_microrhynchus	420.0	18.7
Atractus_mijaresi	369.1	13.5
Atractus_modestus	380.0	14.5
Atractus_multicinctus	352.0	11.9
Atractus_multidentatus	160.0	2.7
Atractus_nasutus	199.0	2.8
Atractus_natans	440.0	21.0
Atractus_nicefori	420.0	18.7
Atractus_nigricaudus	367.0	13.3
Atractus_nigriventris	365.0	13.1
Atractus_obesus	762.0	84.7
Atractus_obtusirostris	422.0	18.9
Atractus_occidentalis	315.0	9.0
Atractus_occipitoalbus	278.0	6.6
Atractus_ochrosetrus	322.0	9.5
Atractus_oculotemporalis	355.0	12.2
Atractus_orcesi	298.0	7.8
Atractus_paisa	444.0	21.5
Atractus_pamplonensis	434.0	20.3
Atractus_pantostictus	469.0	41.9
Atractus_paraguayensis	555.0	37.9
Atractus_paravertebralis	490.0	27.6
Atractus_paucidens	320.0	9.4
Atractus_pauciscutatus	330.0	10.1
Atractus_peruvianus	280.0	6.7
Atractus_poeppigi	503.0	29.5
Atractus_potschi	408.0	17.4
Atractus_punctiventris	325.0	9.8
Atractus_resplendens	372.0	13.7
Atractus_reticulatus	437.0	20.7
Atractus_riveroi	500.0	29.1
Atractus_ronnie	342.0	11.1
Atractus_roulei	400.0	16.5
Atractus_sanctaemartae	710.0	70.8
Atractus_sanguineus	424.0	19.1
Atractus_savagei	335.0	17.7
Atractus_schach	421.0	18.8
Atractus_serranus	865.0	116.8
Atractus_snethlageae	718.0	72.8
Atractus_spinalis	308.0	8.5
Atractus_steyermarki	420.0	18.7
Atractus_surucucu	418.0	18.5
Atractus_taeniatus	450.0	22.3
Atractus_tamaensis	305.0	8.3
Atractus_tamessari	430.0	19.8
Atractus_taphorni	518.0	31.8
Atractus_thalesdelemai	419.0	18.6
Atractus_titanicus	733.0	76.7
Atractus_torquatus	754.0	82.4
Atractus_touzeti	1195.0	265.0
Atractus_trihedrurus	1085.0	207.4
Atractus_trilineatus	350.0	11.8
Atractus_trivittatus	180.0	2.2
Atractus_turikensis	439.0	20.9
Atractus_typhon	372.0	13.7
Atractus_univittatus	400.0	16.5
Atractus_variegatus	345.0	11.3
Atractus_ventrimaculatus	500.0	29.1
Atractus_vertebralis	470.0	24.9
Atractus_vertebrolineatus	296.0	7.7
Atractus_vittatus	600.0	46.2
Atractus_wagleri	541.0	35.5
